800 200 RESULTS 0LEP 2208 1968 1769 RESULTS 1LEP 58 120 5902 1861 1657 8899 2785 1776 RESULTS 2LEP 198 132 159 148 31 24 26 25 RESULTS 2B 307 375 268 237 216 169 143
800 250 RESULTS 0LEP 2172 1902 1706 RESULTS 1LEP 58 142 6046 1876 1643 8937 2737 1670 RESULTS 2LEP 221 153 192 181 33 22 25 24 RESULTS 2B 277 337 243 214 169 131 94
800 300 RESULTS 0LEP 2108 1781 1558 RESULTS 1LEP 50 166 5880 1799 1572 8417 2426 1416 RESULTS 2LEP 205 141 170 157 32 26 25 25 RESULTS 2B 234 323 188 154 128 92 64
800 350 RESULTS 0LEP 2019 1669 1436 RESULTS 1LEP 86 168 5764 1656 1411 8315 2286 1256 RESULTS 2LEP 199 117 146 134 24 19 20 15 RESULTS 2B 248 277 201 155 121 89 56
800 400 RESULTS 0LEP 1905 1542 1274 RESULTS 1LEP 90 196 5600 1557 1220 7798 1923 994 RESULTS 2LEP 178 113 137 127 38 26 27 23 RESULTS 2B 232 265 177 140 96 63 40
800 450 RESULTS 0LEP 1615 1176 881 RESULTS 1LEP 136 272 5464 1371 1004 7234 1663 733 RESULTS 2LEP 155 95 121 106 26 19 22 21 RESULTS 2B 199 226 144 105 63 27 14
800 500 RESULTS 0LEP 1190 760 472 RESULTS 1LEP 134 260 4688 1024 643 6163 1101 403 RESULTS 2LEP 129 76 102 94 15 10 10 8 RESULTS 2B 152 191 96 59 31 14 5
800 550 RESULTS 0LEP 676 297 157 RESULTS 1LEP 252 412 3750 630 300 4988 699 179 RESULTS 2LEP 85 36 57 50 22 12 11 11 RESULTS 2B 156 80 79 44 11 4 2
800 600 RESULTS 0LEP 118 39 17 RESULTS 1LEP 338 364 1732 120 50 2580 118 16 RESULTS 2LEP 36 17 18 13 4 1 2 1 RESULTS 2B 61 23 10 2 2 0 0
800 620 RESULTS 0LEP 47 22 14 RESULTS 1LEP 244 238 834 37 10 1486 22 5 RESULTS 2LEP 17 4 4 2 4 2 2 1 RESULTS 2B 21 20 6 3 0 0 0
